"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"Fisher"
"69"	"GO:0007034"	"vacuolar transport"	15	0	0.03	"1.00"
"70"	"GO:0007049"	"cell cycle"	12	0	0.02	"1.00"
"71"	"GO:0007059"	"chromosome segregation"	7	0	0.01	"1.00"
"72"	"GO:0007076"	"mitotic chromosome condensation"	3	0	0.01	"1.00"
"73"	"GO:0007088"	"regulation of mitotic nuclear division"	4	0	0.01	"1.00"
"74"	"GO:0007091"	"metaphase/anaphase transition of mitotic..."	4	0	0.01	"1.00"
"75"	"GO:0007093"	"mitotic cell cycle checkpoint signaling"	4	0	0.01	"1.00"
"76"	"GO:0007094"	"mitotic spindle assembly checkpoint sign..."	4	0	0.01	"1.00"
"77"	"GO:0007275"	"multicellular organism development"	7	0	0.01	"1.00"
"78"	"GO:0007346"	"regulation of mitotic cell cycle"	4	0	0.01	"1.00"
"79"	"GO:0008033"	"tRNA processing"	5	0	0.01	"1.00"
"80"	"GO:0008104"	"protein localization"	8	0	0.02	"1.00"
"81"	"GO:0008152"	"metabolic process"	228	0	0.45	"1.00"
"82"	"GO:0008299"	"isoprenoid biosynthetic process"	7	0	0.01	"1.00"
"83"	"GO:0008610"	"lipid biosynthetic process"	17	0	0.03	"1.00"
"84"	"GO:0008612"	"peptidyl-lysine modification to peptidyl..."	3	0	0.01	"1.00"
"85"	"GO:0008652"	"cellular amino acid biosynthetic process"	5	0	0.01	"1.00"
"86"	"GO:0008654"	"phospholipid biosynthetic process"	10	0	0.02	"1.00"
"87"	"GO:0009056"	"catabolic process"	17	0	0.03	"1.00"
"88"	"GO:0009057"	"macromolecule catabolic process"	13	0	0.03	"1.00"
"89"	"GO:0009058"	"biosynthetic process"	63	0	0.12	"1.00"
"90"	"GO:0009059"	"macromolecule biosynthetic process"	32	0	0.06	"1.00"
"91"	"GO:0009116"	"nucleoside metabolic process"	7	0	0.01	"1.00"
"92"	"GO:0009117"	"nucleotide metabolic process"	7	0	0.01	"1.00"
"93"	"GO:0009150"	"purine ribonucleotide metabolic process"	7	0	0.01	"1.00"
"94"	"GO:0009259"	"ribonucleotide metabolic process"	7	0	0.01	"1.00"
"95"	"GO:0009267"	"cellular response to starvation"	3	0	0.01	"1.00"
"96"	"GO:0009605"	"response to external stimulus"	4	0	0.01	"1.00"
"97"	"GO:0009719"	"response to endogenous stimulus"	30	0	0.06	"1.00"
"98"	"GO:0009725"	"response to hormone"	30	0	0.06	"1.00"
"99"	"GO:0009733"	"response to auxin"	30	0	0.06	"1.00"
"100"	"GO:0009790"	"embryo development"	4	0	0.01	"1.00"
"101"	"GO:0009889"	"regulation of biosynthetic process"	20	0	0.04	"1.00"
"102"	"GO:0009892"	"negative regulation of metabolic process"	13	0	0.03	"1.00"
"103"	"GO:0009966"	"regulation of signal transduction"	4	0	0.01	"1.00"
"104"	"GO:0009991"	"response to extracellular stimulus"	3	0	0.01	"1.00"
"105"	"GO:0010033"	"response to organic substance"	30	0	0.06	"1.00"
"106"	"GO:0010467"	"gene expression"	69	0	0.14	"1.00"
"107"	"GO:0010468"	"regulation of gene expression"	32	0	0.06	"1.00"
"108"	"GO:0010556"	"regulation of macromolecule biosynthetic..."	20	0	0.04	"1.00"
"109"	"GO:0010564"	"regulation of cell cycle process"	4	0	0.01	"1.00"
"110"	"GO:0010605"	"negative regulation of macromolecule met..."	13	0	0.03	"1.00"
"111"	"GO:0010629"	"negative regulation of gene expression"	12	0	0.02	"1.00"
"112"	"GO:0010639"	"negative regulation of organelle organiz..."	4	0	0.01	"1.00"
"113"	"GO:0010646"	"regulation of cell communication"	4	0	0.01	"1.00"
"114"	"GO:0010948"	"negative regulation of cell cycle proces..."	4	0	0.01	"1.00"
"115"	"GO:0010965"	"regulation of mitotic sister chromatid s..."	4	0	0.01	"1.00"
"116"	"GO:0015031"	"protein transport"	6	0	0.01	"1.00"
"117"	"GO:0015711"	"organic anion transport"	4	0	0.01	"1.00"
"118"	"GO:0015740"	"C4-dicarboxylate transport"	4	0	0.01	"1.00"
"119"	"GO:0015743"	"malate transport"	4	0	0.01	"1.00"
"120"	"GO:0015849"	"organic acid transport"	16	0	0.03	"1.00"
"121"	"GO:0015969"	"guanosine tetraphosphate metabolic proce..."	6	0	0.01	"1.00"
"122"	"GO:0016036"	"cellular response to phosphate starvatio..."	3	0	0.01	"1.00"
"123"	"GO:0016043"	"cellular component organization"	28	0	0.06	"1.00"
"124"	"GO:0016050"	"vesicle organization"	3	0	0.01	"1.00"
"125"	"GO:0016053"	"organic acid biosynthetic process"	6	0	0.01	"1.00"
"126"	"GO:0016070"	"RNA metabolic process"	51	0	0.1	"1.00"
"127"	"GO:0016071"	"mRNA metabolic process"	10	0	0.02	"1.00"
"128"	"GO:0016192"	"vesicle-mediated transport"	9	0	0.02	"1.00"
"129"	"GO:0016458"	"gene silencing"	11	0	0.02	"1.00"
"130"	"GO:0018130"	"heterocycle biosynthetic process"	32	0	0.06	"1.00"
"131"	"GO:0018193"	"peptidyl-amino acid modification"	4	0	0.01	"1.00"
"132"	"GO:0018205"	"peptidyl-lysine modification"	3	0	0.01	"1.00"
"133"	"GO:0019219"	"regulation of nucleobase-containing comp..."	20	0	0.04	"1.00"
"134"	"GO:0019222"	"regulation of metabolic process"	34	0	0.07	"1.00"
"135"	"GO:0019438"	"aromatic compound biosynthetic process"	29	0	0.06	"1.00"
"136"	"GO:0019538"	"protein metabolic process"	34	0	0.07	"1.00"
"137"	"GO:0019637"	"organophosphate metabolic process"	20	0	0.04	"1.00"
"138"	"GO:0019693"	"ribose phosphate metabolic process"	7	0	0.01	"1.00"
"139"	"GO:0019725"	"cellular homeostasis"	18	0	0.04	"1.00"
"140"	"GO:0019752"	"carboxylic acid metabolic process"	5	0	0.01	"1.00"
"141"	"GO:0019941"	"modification-dependent protein catabolic..."	11	0	0.02	"1.00"
"142"	"GO:0022402"	"cell cycle process"	8	0	0.02	"1.00"
"143"	"GO:0022607"	"cellular component assembly"	15	0	0.03	"1.00"
"144"	"GO:0022613"	"ribonucleoprotein complex biogenesis"	5	0	0.01	"1.00"
"145"	"GO:0023051"	"regulation of signaling"	4	0	0.01	"1.00"
"146"	"GO:0030071"	"regulation of mitotic metaphase/anaphase..."	4	0	0.01	"1.00"
"147"	"GO:0030163"	"protein catabolic process"	12	0	0.02	"1.00"
"148"	"GO:0030261"	"chromosome condensation"	3	0	0.01	"1.00"
"149"	"GO:0031047"	"gene silencing by RNA"	11	0	0.02	"1.00"
"150"	"GO:0031123"	"RNA 3'-end processing"	3	0	0.01	"1.00"
"151"	"GO:0031124"	"mRNA 3'-end processing"	3	0	0.01	"1.00"
"152"	"GO:0031323"	"regulation of cellular metabolic process"	22	0	0.04	"1.00"
"153"	"GO:0031326"	"regulation of cellular biosynthetic proc..."	20	0	0.04	"1.00"
"154"	"GO:0031577"	"spindle checkpoint signaling"	4	0	0.01	"1.00"
"155"	"GO:0031667"	"response to nutrient levels"	3	0	0.01	"1.00"
"156"	"GO:0031668"	"cellular response to extracellular stimu..."	3	0	0.01	"1.00"
"157"	"GO:0031669"	"cellular response to nutrient levels"	3	0	0.01	"1.00"
"158"	"GO:0032501"	"multicellular organismal process"	7	0	0.01	"1.00"
"159"	"GO:0032502"	"developmental process"	7	0	0.01	"1.00"
"160"	"GO:0032774"	"RNA biosynthetic process"	28	0	0.06	"1.00"
"161"	"GO:0033036"	"macromolecule localization"	8	0	0.02	"1.00"
"162"	"GO:0033043"	"regulation of organelle organization"	4	0	0.01	"1.00"
"163"	"GO:0033044"	"regulation of chromosome organization"	4	0	0.01	"1.00"
"164"	"GO:0033045"	"regulation of sister chromatid segregati..."	4	0	0.01	"1.00"
"165"	"GO:0033046"	"negative regulation of sister chromatid ..."	4	0	0.01	"1.00"
"166"	"GO:0033047"	"regulation of mitotic sister chromatid s..."	4	0	0.01	"1.00"
"167"	"GO:0033048"	"negative regulation of mitotic sister ch..."	4	0	0.01	"1.00"
"168"	"GO:0033365"	"protein localization to organelle"	4	0	0.01	"1.00"
"169"	"GO:0033554"	"cellular response to stress"	13	0	0.03	"1.00"
"170"	"GO:0033865"	"nucleoside bisphosphate metabolic proces..."	6	0	0.01	"1.00"
"171"	"GO:0033875"	"ribonucleoside bisphosphate metabolic pr..."	6	0	0.01	"1.00"
"172"	"GO:0034032"	"purine nucleoside bisphosphate metabolic..."	6	0	0.01	"1.00"
"173"	"GO:0034035"	"purine ribonucleoside bisphosphate metab..."	6	0	0.01	"1.00"
"174"	"GO:0034470"	"ncRNA processing"	6	0	0.01	"1.00"
"175"	"GO:0034613"	"cellular protein localization"	7	0	0.01	"1.00"
"176"	"GO:0034622"	"cellular protein-containing complex asse..."	6	0	0.01	"1.00"
"177"	"GO:0034641"	"cellular nitrogen compound metabolic pro..."	82	0	0.16	"1.00"
"178"	"GO:0034645"	"cellular macromolecule biosynthetic proc..."	32	0	0.06	"1.00"
"179"	"GO:0034654"	"nucleobase-containing compound biosynthe..."	29	0	0.06	"1.00"
"180"	"GO:0034660"	"ncRNA metabolic process"	6	0	0.01	"1.00"
"181"	"GO:0036211"	"protein modification process"	11	0	0.02	"1.00"
"182"	"GO:0042221"	"response to chemical"	31	0	0.06	"1.00"
"183"	"GO:0042254"	"ribosome biogenesis"	5	0	0.01	"1.00"
"184"	"GO:0042592"	"homeostatic process"	18	0	0.04	"1.00"
"185"	"GO:0042594"	"response to starvation"	3	0	0.01	"1.00"
"186"	"GO:0043043"	"peptide biosynthetic process"	4	0	0.01	"1.00"
"187"	"GO:0043170"	"macromolecule metabolic process"	108	0	0.21	"1.00"
"188"	"GO:0043412"	"macromolecule modification"	11	0	0.02	"1.00"
"189"	"GO:0043436"	"oxoacid metabolic process"	5	0	0.01	"1.00"
"190"	"GO:0043545"	"molybdopterin cofactor metabolic process"	3	0	0.01	"1.00"
"191"	"GO:0043603"	"cellular amide metabolic process"	4	0	0.01	"1.00"
"192"	"GO:0043604"	"amide biosynthetic process"	4	0	0.01	"1.00"
"193"	"GO:0043632"	"modification-dependent macromolecule cat..."	11	0	0.02	"1.00"
"194"	"GO:0043933"	"protein-containing complex subunit organ..."	12	0	0.02	"1.00"
"195"	"GO:0044085"	"cellular component biogenesis"	20	0	0.04	"1.00"
"196"	"GO:0044237"	"cellular metabolic process"	144	0	0.28	"1.00"
"197"	"GO:0044238"	"primary metabolic process"	195	0	0.38	"1.00"
"198"	"GO:0044248"	"cellular catabolic process"	16	0	0.03	"1.00"
"199"	"GO:0044249"	"cellular biosynthetic process"	60	0	0.12	"1.00"
"200"	"GO:0044255"	"cellular lipid metabolic process"	17	0	0.03	"1.00"
"201"	"GO:0044257"	"cellular protein catabolic process"	11	0	0.02	"1.00"
"202"	"GO:0044260"	"cellular macromolecule metabolic process"	70	0	0.14	"1.00"
"203"	"GO:0044265"	"cellular macromolecule catabolic process"	12	0	0.02	"1.00"
"204"	"GO:0044267"	"cellular protein metabolic process"	28	0	0.06	"1.00"
"205"	"GO:0044271"	"cellular nitrogen compound biosynthetic ..."	33	0	0.06	"1.00"
"206"	"GO:0044281"	"small molecule metabolic process"	22	0	0.04	"1.00"
"207"	"GO:0044283"	"small molecule biosynthetic process"	7	0	0.01	"1.00"
"208"	"GO:0044770"	"cell cycle phase transition"	4	0	0.01	"1.00"
"209"	"GO:0044772"	"mitotic cell cycle phase transition"	4	0	0.01	"1.00"
"210"	"GO:0044784"	"metaphase/anaphase transition of cell cy..."	4	0	0.01	"1.00"
"211"	"GO:0045017"	"glycerolipid biosynthetic process"	10	0	0.02	"1.00"
"212"	"GO:0045184"	"establishment of protein localization"	8	0	0.02	"1.00"
"213"	"GO:0045454"	"cell redox homeostasis"	18	0	0.04	"1.00"
"214"	"GO:0045786"	"negative regulation of cell cycle"	4	0	0.01	"1.00"
"215"	"GO:0045839"	"negative regulation of mitotic nuclear d..."	4	0	0.01	"1.00"
"216"	"GO:0045841"	"negative regulation of mitotic metaphase..."	4	0	0.01	"1.00"
"217"	"GO:0045930"	"negative regulation of mitotic cell cycl..."	4	0	0.01	"1.00"
"218"	"GO:0046394"	"carboxylic acid biosynthetic process"	5	0	0.01	"1.00"
"219"	"GO:0046474"	"glycerophospholipid biosynthetic process"	10	0	0.02	"1.00"
"220"	"GO:0046483"	"heterocycle metabolic process"	80	0	0.16	"1.00"
"221"	"GO:0046486"	"glycerolipid metabolic process"	10	0	0.02	"1.00"
"222"	"GO:0046488"	"phosphatidylinositol metabolic process"	8	0	0.02	"1.00"
"223"	"GO:0046854"	"phosphatidylinositol phosphate biosynthe..."	8	0	0.02	"1.00"
"224"	"GO:0046907"	"intracellular transport"	12	0	0.02	"1.00"
"225"	"GO:0046942"	"carboxylic acid transport"	4	0	0.01	"1.00"
"226"	"GO:0048193"	"Golgi vesicle transport"	4	0	0.01	"1.00"
"227"	"GO:0048199"	"vesicle targeting, to, from or within Go..."	3	0	0.01	"1.00"
"228"	"GO:0048207"	"vesicle targeting, rough ER to cis-Golgi"	3	0	0.01	"1.00"
"229"	"GO:0048208"	"COPII vesicle coating"	3	0	0.01	"1.00"
"230"	"GO:0048285"	"organelle fission"	9	0	0.02	"1.00"
"231"	"GO:0048519"	"negative regulation of biological proces..."	17	0	0.03	"1.00"
"232"	"GO:0048523"	"negative regulation of cellular process"	5	0	0.01	"1.00"
"233"	"GO:0048583"	"regulation of response to stimulus"	5	0	0.01	"1.00"
"234"	"GO:0048856"	"anatomical structure development"	7	0	0.01	"1.00"
"235"	"GO:0051128"	"regulation of cellular component organiz..."	4	0	0.01	"1.00"
"236"	"GO:0051129"	"negative regulation of cellular componen..."	4	0	0.01	"1.00"
"237"	"GO:0051171"	"regulation of nitrogen compound metaboli..."	21	0	0.04	"1.00"
"238"	"GO:0051179"	"localization"	82	0	0.16	"1.00"
"239"	"GO:0051189"	"prosthetic group metabolic process"	3	0	0.01	"1.00"
"240"	"GO:0051205"	"protein insertion into membrane"	3	0	0.01	"1.00"
"241"	"GO:0051234"	"establishment of localization"	82	0	0.16	"1.00"
"242"	"GO:0051252"	"regulation of RNA metabolic process"	19	0	0.04	"1.00"
"243"	"GO:0051259"	"protein complex oligomerization"	3	0	0.01	"1.00"
"244"	"GO:0051260"	"protein homooligomerization"	3	0	0.01	"1.00"
"245"	"GO:0051276"	"chromosome organization"	8	0	0.02	"1.00"
"246"	"GO:0051304"	"chromosome separation"	4	0	0.01	"1.00"
"247"	"GO:0051306"	"mitotic sister chromatid separation"	4	0	0.01	"1.00"
"248"	"GO:0051603"	"proteolysis involved in cellular protein..."	11	0	0.02	"1.00"
"249"	"GO:0051604"	"protein maturation"	3	0	0.01	"1.00"
"250"	"GO:0051640"	"organelle localization"	3	0	0.01	"1.00"
"251"	"GO:0051641"	"cellular localization"	14	0	0.03	"1.00"
"252"	"GO:0051648"	"vesicle localization"	3	0	0.01	"1.00"
"253"	"GO:0051649"	"establishment of localization in cell"	12	0	0.02	"1.00"
"254"	"GO:0051650"	"establishment of vesicle localization"	3	0	0.01	"1.00"
"255"	"GO:0051656"	"establishment of organelle localization"	3	0	0.01	"1.00"
"256"	"GO:0051668"	"localization within membrane"	3	0	0.01	"1.00"
"257"	"GO:0051726"	"regulation of cell cycle"	5	0	0.01	"1.00"
"258"	"GO:0051783"	"regulation of nuclear division"	4	0	0.01	"1.00"
"259"	"GO:0051784"	"negative regulation of nuclear division"	4	0	0.01	"1.00"
"260"	"GO:0051983"	"regulation of chromosome segregation"	4	0	0.01	"1.00"
"261"	"GO:0051985"	"negative regulation of chromosome segreg..."	4	0	0.01	"1.00"
"262"	"GO:0055085"	"transmembrane transport"	41	0	0.08	"1.00"
"263"	"GO:0055086"	"nucleobase-containing small molecule met..."	14	0	0.03	"1.00"
"264"	"GO:0060255"	"regulation of macromolecule metabolic pr..."	33	0	0.06	"1.00"
"265"	"GO:0061024"	"membrane organization"	6	0	0.01	"1.00"
"266"	"GO:0061919"	"process utilizing autophagic mechanism"	4	0	0.01	"1.00"
"267"	"GO:0065003"	"protein-containing complex assembly"	12	0	0.02	"1.00"
"268"	"GO:0065008"	"regulation of biological quality"	19	0	0.04	"1.00"
"269"	"GO:0070071"	"proton-transporting two-sector ATPase co..."	3	0	0.01	"1.00"
"270"	"GO:0070727"	"cellular macromolecule localization"	7	0	0.01	"1.00"
"271"	"GO:0071103"	"DNA conformation change"	3	0	0.01	"1.00"
"272"	"GO:0071173"	"spindle assembly checkpoint signaling"	4	0	0.01	"1.00"
"273"	"GO:0071174"	"mitotic spindle checkpoint signaling"	4	0	0.01	"1.00"
"274"	"GO:0071496"	"cellular response to external stimulus"	3	0	0.01	"1.00"
"275"	"GO:0071702"	"organic substance transport"	22	0	0.04	"1.00"
"276"	"GO:0071704"	"organic substance metabolic process"	208	0	0.41	"1.00"
"277"	"GO:0071705"	"nitrogen compound transport"	20	0	0.04	"1.00"
"278"	"GO:0071840"	"cellular component organization or bioge..."	33	0	0.06	"1.00"
"279"	"GO:0072521"	"purine-containing compound metabolic pro..."	7	0	0.01	"1.00"
"280"	"GO:0072657"	"protein localization to membrane"	3	0	0.01	"1.00"
"281"	"GO:0080090"	"regulation of primary metabolic process"	21	0	0.04	"1.00"
"282"	"GO:0090114"	"COPII-coated vesicle budding"	3	0	0.01	"1.00"
"283"	"GO:0090150"	"establishment of protein localization to..."	3	0	0.01	"1.00"
"284"	"GO:0090304"	"nucleic acid metabolic process"	63	0	0.12	"1.00"
"285"	"GO:0090407"	"organophosphate biosynthetic process"	14	0	0.03	"1.00"
"286"	"GO:0097659"	"nucleic acid-templated transcription"	28	0	0.06	"1.00"
"287"	"GO:0098813"	"nuclear chromosome segregation"	7	0	0.01	"1.00"
"288"	"GO:0140014"	"mitotic nuclear division"	7	0	0.01	"1.00"
"289"	"GO:1901135"	"carbohydrate derivative metabolic proces..."	15	0	0.03	"1.00"
"290"	"GO:1901360"	"organic cyclic compound metabolic proces..."	80	0	0.16	"1.00"
"291"	"GO:1901362"	"organic cyclic compound biosynthetic pro..."	32	0	0.06	"1.00"
"292"	"GO:1901564"	"organonitrogen compound metabolic proces..."	56	0	0.11	"1.00"
"293"	"GO:1901565"	"organonitrogen compound catabolic proces..."	12	0	0.02	"1.00"
"294"	"GO:1901566"	"organonitrogen compound biosynthetic pro..."	15	0	0.03	"1.00"
"295"	"GO:1901575"	"organic substance catabolic process"	13	0	0.03	"1.00"
"296"	"GO:1901576"	"organic substance biosynthetic process"	60	0	0.12	"1.00"
"297"	"GO:1901657"	"glycosyl compound metabolic process"	7	0	0.01	"1.00"
"298"	"GO:1901987"	"regulation of cell cycle phase transitio..."	4	0	0.01	"1.00"
"299"	"GO:1901988"	"negative regulation of cell cycle phase ..."	4	0	0.01	"1.00"
"300"	"GO:1901990"	"regulation of mitotic cell cycle phase t..."	4	0	0.01	"1.00"
"301"	"GO:1901991"	"negative regulation of mitotic cell cycl..."	4	0	0.01	"1.00"
"302"	"GO:1902099"	"regulation of metaphase/anaphase transit..."	4	0	0.01	"1.00"
"303"	"GO:1902100"	"negative regulation of metaphase/anaphas..."	4	0	0.01	"1.00"
"304"	"GO:1903047"	"mitotic cell cycle process"	7	0	0.01	"1.00"
"305"	"GO:1903506"	"regulation of nucleic acid-templated tra..."	19	0	0.04	"1.00"
"306"	"GO:1903825"	"organic acid transmembrane transport"	12	0	0.02	"1.00"
"307"	"GO:1905039"	"carboxylic acid transmembrane transport"	12	0	0.02	"1.00"
"308"	"GO:1905818"	"regulation of chromosome separation"	4	0	0.01	"1.00"
"309"	"GO:1905819"	"negative regulation of chromosome separa..."	4	0	0.01	"1.00"
"310"	"GO:2000112"	"regulation of cellular macromolecule bio..."	20	0	0.04	"1.00"
"311"	"GO:2000816"	"negative regulation of mitotic sister ch..."	4	0	0.01	"1.00"
"312"	"GO:2001141"	"regulation of RNA biosynthetic process"	19	0	0.04	"1.00"
"313"	"GO:2001251"	"negative regulation of chromosome organi..."	4	0	0.01	"1.00"
